|trial_drug_cleaned|disease_type|drug_outcome|nct_id|pcd|enrollment|actual_duration|number_of_primary_outcomes_to_measure|number_of_secondary_outcomes_to_measure|number_of_arms|adult|child|has_single_facility|has_us_facility|healthy_volunteers|gender_f|gender_m|minimum_age_num|maximum_age_num|number_of_facilities|Spacy_Pregnant_Women_Excluded|LLama3_2_Criteria_Robustness|LLM_GBT_4o_Human_Importance_Ratings|days_since_first_start|cumsum_enrollment|cumavg_enrollment|cumsum_trial_duration|cumavg_trial_duration|cumulative_number_of_primary_outcomes_to_measure|cumulative_number_of_secondary_outcomes_to_measure|cumulative_number_of_arms|cumulative_adult|cumulative_child|cumulative_single_facility|cumulative_us_facility|cumulative_healthy_volunteers|cumulative_gender_f|cumulative_gender_m|cumulative_min_age|cumulative_max_age|cumulative_number_of_facilities|cumulative_Spacy_Pregnant_Women_Excluded|cumulative_LLama3_2_Criteria_Robustness|cumulative_LLM_GPT_4o_Human_Importance_Ratings|pair_trial_seq|new_therapy_area_Autoimmune|new_therapy_area_Bone|new_therapy_area_Cardiovascular|new_therapy_area_Dermatology|new_therapy_area_Endocrinology|new_therapy_area_Gastrointestinal|new_therapy_area_Genetic and Rare Diseases|new_therapy_area_Hematology|new_therapy_area_Hepatic diseases|new_therapy_area_Infections (bacterial)|new_therapy_area_Infections (viral)|new_therapy_area_Infectious Diseases|new_therapy_area_Metabolic disorders|new_therapy_area_Neurology|new_therapy_area_Neuroscience (non-progressive)|new_therapy_area_Oncology|new_therapy_area_Ophthalmology|new_therapy_area_Other|new_therapy_area_Pain|new_therapy_area_Progressive neurological disorders|new_therapy_area_Psychiatry and Mental Health|new_therapy_area_Respiratory|new_therapy_area_Rheumatology|new_therapy_area_Urology and Reproductive Health
7695|capecitabine|Colorectal (Oncology)|1|NCT00104689|2007-03-31|60.0||1.0|4.0|1.0|0|0|0|0|0|1|1|70.0|120.0|9.0|0.0|0.0|0.0|2846|187.0|26.714285714285715|227.0|32.42857142857143|9.0|26.0|11.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|17.0|1.0|2.0|1.0|8.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7697|capecitabine|Colorectal (Oncology)|1|NCT00258232|2007-03-31||62.0|1.0|4.0|1.0|1|0|0|1|0|1|1|18.0|99.0|3.0|1.0|2.0|2.0|2846|187.0|26.714285714285715|289.0|36.125|10.0|30.0|12.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|17.0|1.0|2.0|2.0|8.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7671|capecitabine|Colorectal (Oncology)|1|NCT00118105|2007-04-30|0.0|5.0|7.0|0.0|1.0|1|0|0|1|0|1|1|18.0|99.0|46.0|0.0|0.0|0.0|2876|187.0|23.375|294.0|32.666666666666664|17.0|30.0|13.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|46.0|1.0|2.0|2.0|10.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7694|capecitabine|Colorectal (Oncology)|1|NCT00086931|2007-05-31|37.0|44.0|1.0|1.0|1.0|1|0|1|1|0|1|1|18.0|75.0|1.0|0.0|0.0|0.0|2907|224.0|24.88888888888889|338.0|33.8|18.0|31.0|14.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|46.0|1.0|2.0|2.0|11.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7704|capecitabine|Colorectal (Oncology)|1|NCT00049335|2007-06-30|29.0|52.0|1.0|5.0|1.0|1|0|0|1|0|1|1|18.0|99.0|90.0|1.0|1.0|1.0|2937|253.0|25.3|390.0|35.45454545454545|19.0|36.0|15.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|90.0|1.0|2.0|2.0|12.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7652|capecitabine|Colorectal (Oncology)|1|NCT00215982|2007-07-31|24.0|31.0|1.0|2.0|1.0|1|0|0|1|0|1|1|18.0|99.0|2.0|0.0|0.0|0.0|2968|277.0|25.181818181818183|421.0|35.083333333333336|20.0|38.0|16.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|90.0|1.0|2.0|2.0|13.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7686|capecitabine|Colorectal (Oncology)|1|NCT00217711|2007-08-31|23.0|27.0|2.0|5.0|1.0|1|0|0|0|0|1|1|18.0|70.0|4.0|0.0|0.0|0.0|2999|300.0|25.0|448.0|34.46153846153846|22.0|43.0|17.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|90.0|1.0|2.0|2.0|14.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7685|capecitabine|Colorectal (Oncology)|1|NCT00408772|2008-04-30|0.0|10.0|1.0|3.0|1.0|1|0|1|1|0|1|1|18.0|120.0|1.0|0.0|0.0|0.0|3242|300.0|23.076923076923077|458.0|32.714285714285715|23.0|46.0|18.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|90.0|1.0|2.0|2.0|15.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7709|capecitabine|Colorectal (Oncology)|1|NCT00314353|2008-05-31|7.0|26.0|1.0|4.0|2.0|1|0|1|1|0|1|1|18.0|99.0|1.0|0.0|0.0|0.0|3273|307.0|21.928571428571427|484.0|32.266666666666666|24.0|50.0|20.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|90.0|1.0|2.0|2.0|16.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7701|capecitabine|Colorectal (Oncology)|1|NCT00107315|2008-06-30|16.0|47.0|1.0|3.0|1.0|0|0|1|1|0|1|1|70.0|99.0|1.0|0.0|2.0|1.0|3303|323.0|21.533333333333335|531.0|33.1875|25.0|53.0|21.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|90.0|1.0|2.0|2.0|17.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7706|capecitabine|Colorectal (Oncology)|1|NCT00423696|2008-07-28|145.0||1.0|7.0|2.0|1|0|0|0|0|1|1|18.0|75.0|15.0|1.0|2.0|2.0|3331|468.0|29.25|531.0|33.1875|26.0|60.0|23.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|90.0|1.0|2.0|2.0|18.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7661|capecitabine|Colorectal (Oncology)|1|NCT00345761|2008-10-31|64.0|32.0|2.0|9.0|3.0|1|0|0|0|0|1|1|20.0|74.0|4.0|0.0|0.0|0.0|3426|532.0|31.294117647058822|563.0|33.11764705882353|28.0|69.0|26.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|90.0|1.0|2.0|2.0|19.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7611|capecitabine|Colorectal (Oncology)|1|NCT00755534|2008-11-30|68.0|0.0|1.0|4.0|2.0|1|0|0|0|0|1|1|18.0|72.0|10.0|0.0|0.0|0.0|3456|600.0|33.333333333333336|563.0|31.27777777777778|29.0|73.0|28.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|90.0|1.0|2.0|2.0|20.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7679|capecitabine|Colorectal (Oncology)|1|NCT00290615|2009-01-31|30.0|36.0|1.0|3.0|1.0|1|0|0|1|0|1|1|18.0|99.0|2.0|0.0|0.0|0.0|3518|630.0|33.1578947368421|599.0|31.526315789473685|30.0|76.0|29.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|90.0|1.0|2.0|2.0|21.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7705|capecitabine|Colorectal (Oncology)|1|NCT00538291|2009-02-28|13.0|42.0|1.0|0.0|1.0|1|0|0|1|0|1|1|18.0|99.0|2.0|1.0|2.0|2.0|3546|643.0|32.15|641.0|32.05|31.0|76.0|30.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|90.0|1.0|2.0|2.0|22.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7655|capecitabine|Colorectal (Oncology)|1|NCT00118755|2009-04-30|435.0|45.0|1.0|3.0|2.0|1|0|0|0|0|1|1|18.0|99.0|1.0|0.0|0.0|0.0|3607|1078.0|51.333333333333336|686.0|32.666666666666664|32.0|79.0|32.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|90.0|1.0|2.0|2.0|23.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7710|capecitabine|Colorectal (Oncology)|1|NCT00321100|2009-04-30|23.0|37.0|1.0|2.0|2.0|1|0|1|1|0|1|1|18.0|99.0|1.0|0.0|0.0|0.0|3607|1101.0|50.04545454545455|723.0|32.86363636363637|33.0|81.0|34.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|90.0|1.0|2.0|2.0|23.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7650|capecitabine|Colorectal (Oncology)|1|NCT00551213|2009-06-04|67.0||1.0|5.0|2.0|1|0|0|0|0|1|1|18.0|99.0|1.0|0.0|0.0|0.0|3642|1168.0|50.78260869565217|723.0|32.86363636363637|34.0|86.0|36.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|90.0|1.0|2.0|2.0|25.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7660|capecitabine|Colorectal (Oncology)|1|NCT00159432|2009-06-30|63.0|52.0|1.0|1.0|1.0|1|0|1|1|0|1|1|18.0|99.0|1.0|0.0|0.0|0.0|3668|1231.0|51.291666666666664|775.0|33.69565217391305|35.0|87.0|37.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|90.0|1.0|2.0|2.0|26.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7664|capecitabine|Colorectal (Oncology)|1|NCT00625183|2009-10-31|5.0|19.0|2.0|4.0|1.0|1|0|1|1|0|1|1|18.0|75.0|1.0|0.0|0.0|0.0|3791|1236.0|49.44|794.0|33.083333333333336|37.0|91.0|38.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|90.0|1.0|2.0|2.0|27.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7684|capecitabine|Colorectal (Oncology)|1|NCT00541112|2010-01-29|19.0||1.0|13.0|1.0|1|0|0|0|0|1|1|18.0|80.0|10.0|0.0|0.0|0.0|3881|1255.0|48.26923076923077|794.0|33.083333333333336|38.0|104.0|39.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|90.0|1.0|2.0|2.0|28.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7687|capecitabine|Colorectal (Oncology)|1|NCT00613080|2010-01-31|79.0|21.0|1.0|8.0|1.0|1|0|0|1|0|1|1|18.0|99.0|120.0|0.0|0.0|0.0|3883|1334.0|49.407407407407405|815.0|32.6|39.0|112.0|40.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|120.0|1.0|2.0|2.0|29.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7702|capecitabine|Colorectal (Oncology)|1|NCT00814619|2010-05-31|68.0|18.0|1.0|7.0|2.0|1|0|0|0|0|1|1|18.0|99.0|24.0|1.0|2.0|2.0|4003|1402.0|50.07142857142857|833.0|32.03846153846154|40.0|119.0|42.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|120.0|1.0|2.0|2.0|30.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7682|capecitabine|Colorectal (Oncology)|1|NCT00640081|2010-06-30|169.0|35.0|1.0|6.0|2.0|1|0|0|0|0|1|1|18.0|100.0|25.0|0.0|0.0|0.0|4033|1571.0|54.172413793103445|868.0|32.148148148148145|41.0|125.0|44.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|120.0|1.0|2.0|2.0|31.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7654|capecitabine|Colorectal (Oncology)|1|NCT00483834|2011-07-31|50.0|55.0|1.0|0.0|1.0|1|0|1|0|0|1|1|18.0|99.0|1.0|0.0|0.0|0.0|4429|1621.0|54.03333333333333|923.0|32.964285714285715|42.0|125.0|45.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|120.0|1.0|2.0|2.0|32.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7638|capecitabine|Colorectal (Oncology)|1|NCT00444678|2012-08-01|36.0|99.0|1.0|3.0|1.0|1|0|0|1|0|1|1|18.0|99.0|2.0|0.0|0.0|0.0|4796|1657.0|53.45161290322581|1022.0|35.241379310344826|43.0|128.0|46.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|120.0|1.0|2.0|2.0|33.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7647|capecitabine|Colorectal (Oncology)|1|NCT01131078|2012-11-30|306.0|90.0|2.0|15.0|3.0|1|0|0|0|0|1|1|18.0|99.0|44.0|0.0|0.0|0.0|4917|1963.0|61.34375|1112.0|37.06666666666667|45.0|143.0|49.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|120.0|1.0|2.0|2.0|34.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7699|capecitabine|Colorectal (Oncology)|1|NCT00869570|2013-05-31|54.0|50.0|2.0|5.0|1.0|1|0|0|0|0|1|1|18.0|120.0|18.0|1.0|2.0|2.0|5099|2017.0|61.121212121212125|1162.0|37.483870967741936|47.0|148.0|50.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|120.0|1.0|2.0|2.0|35.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7693|capecitabine|Colorectal (Oncology)|1|NCT00114231|2013-12-31|90.0|92.0|1.0|4.0|1.0|1|0|0|1|0|1|1|18.0|99.0|67.0|0.0|0.0|0.0|5313|2107.0|61.970588235294116|1254.0|39.1875|48.0|152.0|51.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|120.0|1.0|2.0|2.0|36.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7680|capecitabine|Colorectal (Oncology)|1|NCT00686166|2014-07-31|83.0|65.0|1.0|2.0|1.0|1|0|0|1|0|1|1|18.0|99.0|130.0|0.0|0.0|0.0|5525|2190.0|62.57142857142857|1319.0|39.96969696969697|49.0|154.0|52.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|130.0|1.0|2.0|2.0|37.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7659|capecitabine|Colorectal (Oncology)|1|NCT01759238|2014-10-31|1.0|17.0|1.0|6.0|1.0|1|0|1|0|0|1|1|18.0|99.0|1.0|0.0|0.0|0.0|5617|2191.0|60.861111111111114|1336.0|39.294117647058826|50.0|160.0|53.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|130.0|1.0|2.0|2.0|38.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7640|capecitabine|Colorectal (Oncology)|1|NCT01374425|2015-05-31|376.0|45.0|5.0|32.0|2.0|1|0|0|1|0|1|1|18.0|99.0|79.0|0.0|0.0|0.0|5829|2567.0|69.37837837837837|1381.0|39.457142857142856|55.0|192.0|55.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|130.0|1.0|2.0|2.0|39.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7711|capecitabine|Colorectal (Oncology)|1|NCT01722162|2015-10-31|47.0|30.0|2.0|1.0|2.0|1|0|1|1|0|1|1|18.0|99.0|1.0|0.0|0.0|0.0|5982|2614.0|68.78947368421052|1411.0|39.19444444444444|57.0|193.0|57.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|130.0|1.0|2.0|2.0|40.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7707|capecitabine|Colorectal (Oncology)|1|NCT01677884|2016-02-29|10.0|39.0|1.0|3.0|1.0|1|0|1|0|0|1|1|18.0|75.0|1.0|0.0|0.0|0.0|6103|2624.0|67.28205128205128|1450.0|39.189189189189186|58.0|196.0|58.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|130.0|1.0|2.0|2.0|41.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7708|capecitabine|Colorectal (Oncology)|1|NCT01765582|2016-03-14|280.0||2.0|5.0|3.0|1|0|0|1|0|1|1|18.0|75.0|45.0|0.0|0.0|0.0|6117|2904.0|72.6|1450.0|39.189189189189186|60.0|201.0|61.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|130.0|1.0|2.0|2.0|42.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7712|capecitabine|Colorectal (Oncology)|1|NCT02780700|2016-09-09|1.0|2.0|1.0|4.0|2.0|1|0|1|1|0|1|1|18.0|99.0|1.0|0.0|2.0|1.0|6296|2905.0|70.85365853658537|1452.0|38.21052631578947|61.0|205.0|63.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|130.0|1.0|2.0|2.0|43.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7663|capecitabine|Colorectal (Oncology)|1|NCT01193517|2016-11-30|26.0|76.0|1.0|1.0|2.0|1|0|1|1|0|1|1|18.0|99.0|1.0|0.0|0.0|0.0|6378|2931.0|69.78571428571429|1528.0|39.17948717948718|62.0|206.0|65.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|130.0|1.0|2.0|2.0|44.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7648|capecitabine|Colorectal (Oncology)|1|NCT03146377|2016-12-31|32.0|32.0|1.0|2.0|1.0|1|0|1|0|0|1|1|18.0|99.0|1.0|0.0|0.0|0.0|6409|2963.0|68.90697674418605|1560.0|39.0|63.0|208.0|66.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|130.0|1.0|2.0|2.0|45.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7637|capecitabine|Colorectal (Oncology)|1|NCT01776307|2018-06-30|200.0|76.0|1.0|14.0|3.0|1|0|0|1|0|1|1|18.0|99.0|13.0|0.0|0.0|0.0|6955|3163.0|71.88636363636364|1636.0|39.90243902439025|64.0|222.0|69.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|130.0|1.0|2.0|2.0|46.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7696|capecitabine|Colorectal (Oncology)|1|NCT02280694|2019-01-31|45.0||1.0|0.0|1.0|1|0|1|0|0|1|1|18.0|85.0|1.0|0.0|2.0|1.0|7170|3208.0|71.28888888888889|1636.0|39.90243902439025|65.0|222.0|70.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|130.0|1.0|2.0|2.0|47.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7612|capecitabine|Colorectal (Oncology)|1|NCT02291289|2019-05-31|1044.0||1.0|7.0|13.0|1|0|0|0|0|1|1|18.0|99.0|154.0|0.0|0.0|0.0|7290|4252.0|92.43478260869566|1636.0|39.90243902439025|66.0|229.0|83.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|154.0|1.0|2.0|2.0|48.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7657|capecitabine|Colorectal (Oncology)|1|NCT03050814|2021-08-25|30.0||1.0|1.0|2.0|1|0|0|1|0|1|1|18.0|99.0|2.0|0.0|0.0|0.0|8107|4282.0|91.1063829787234|1636.0|39.90243902439025|67.0|230.0|85.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|120.0|154.0|1.0|2.0|2.0|49.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
8202|capecitabine|Unspecified Cancer|1|NCT01921751|2016-06-30|20.0|34.0|1.0|3.0|3.0|1|0|0|1|0|1|1|18.0|99.0|46.0|0.0|2.0|1.0|1537|20.0|20.0|34.0|34.0|1.0|3.0|3.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|46.0|0.0|2.0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
8201|capecitabine|Unspecified Cancer|1|NCT01558869|2016-12-31|37.0|56.0|1.0|3.0|1.0|1|0|1|0|0|1|1|18.0|99.0|1.0|1.0|2.0|1.0|1721|57.0|28.5|90.0|45.0|2.0|6.0|4.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|46.0|1.0|2.0|1.0|2.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
8203|capecitabine|Unspecified Cancer|1|NCT03376659|2021-08-30|8.0||3.0|6.0|3.0|1|0|1|1|0|1|1|18.0|99.0|1.0|1.0|0.0|1.0|3424|65.0|21.666666666666668|90.0|45.0|5.0|12.0|7.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|46.0|1.0|2.0|1.0|3.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7893|capecitabine|Unspecified Solid Tumor|1|NCT00314353|2008-05-31|7.0|26.0|1.0|4.0|2.0|1|0|1|1|0|1|1|18.0|99.0|1.0|0.0|0.0|0.0|808|7.0|7.0|26.0|26.0|1.0|4.0|2.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|1.0|0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7894|capecitabine|Unspecified Solid Tumor|1|NCT00321100|2009-04-30|23.0|37.0|1.0|2.0|2.0|1|0|1|1|0|1|1|18.0|99.0|1.0|0.0|0.0|0.0|1142|30.0|15.0|63.0|31.5|2.0|6.0|4.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|1.0|0.0|0.0|0.0|2.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7895|capecitabine|Unspecified Solid Tumor|1|NCT01722162|2015-10-31|47.0|30.0|2.0|1.0|2.0|1|0|1|1|0|1|1|18.0|99.0|1.0|0.0|0.0|0.0|3517|77.0|25.666666666666668|93.0|31.0|4.0|7.0|6.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|1.0|0.0|0.0|0.0|3.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7891|capecitabine|Unspecified Solid Tumor|1|NCT01677884|2016-02-29|10.0|39.0|1.0|3.0|1.0|1|0|1|0|0|1|1|18.0|75.0|1.0|0.0|0.0|0.0|3638|87.0|21.75|132.0|33.0|5.0|10.0|7.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|1.0|0.0|0.0|0.0|4.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7892|capecitabine|Unspecified Solid Tumor|1|NCT01765582|2016-03-14|280.0||2.0|5.0|3.0|1|0|0|1|0|1|1|18.0|75.0|45.0|0.0|0.0|0.0|3652|367.0|73.4|132.0|33.0|7.0|15.0|10.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|45.0|0.0|0.0|0.0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7896|capecitabine|Unspecified Solid Tumor|1|NCT02780700|2016-09-09|1.0|2.0|1.0|4.0|2.0|1|0|1|1|0|1|1|18.0|99.0|1.0|0.0|2.0|1.0|3831|368.0|61.333333333333336|134.0|26.8|8.0|19.0|12.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|45.0|0.0|2.0|1.0|6.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7890|capecitabine|Unspecified Solid Tumor|1|NCT03050814|2021-08-25|30.0||1.0|1.0|2.0|1|0|0|1|0|1|1|18.0|99.0|2.0|0.0|0.0|0.0|5642|398.0|56.857142857142854|134.0|26.8|9.0|20.0|14.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|45.0|0.0|2.0|1.0|7.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
2036|carboplatin|Breast|1|NCT00003877|2000-02-29|30.0|17.0|1.0|0.0|1.0|1|0|0|1|0|1|0|18.0|64.0|3.0|0.0|0.0|0.0|3028|30.0|30.0|17.0|17.0|1.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|18.0|64.0|3.0|0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
2073|carboplatin|Breast|1|NCT00006123|2000-07-31|0.0|0.0|1.0|0.0|1.0|1|0|0|1|0|1|0|18.0|65.0|2.0|1.0|2.0|2.0|3181|30.0|15.0|17.0|8.5|2.0|0.0|2.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|18.0|65.0|3.0|1.0|2.0|2.0|2.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
2041|carboplatin|Breast|1|NCT00003086|2001-01-28|12.0|46.0|1.0|0.0|1.0|1|0|1|1|0|1|0|21.0|65.0|1.0|0.0|0.0|0.0|3362|42.0|14.0|63.0|21.0|3.0|0.0|3.0|1.0|0.0|1.0|1.0|0.0|1.0|0.0|18.0|65.0|3.0|1.0|2.0|2.0|3.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
